student_id,age,gender,department,semester,study_hours_per_week,attendance_percentage,assignment_average,midterm_score,previous_gpa,internet_access,extra_academic_support,part_time_job,extracurricular_hours_per_week,absences,final_score,at_risk,risk_label,data_origin
STU4075,24,Male,Engineering,4,13.159673886829726,83.40719896146359,60.91865587916841,75.87506572153718,1.9868576767633814,Yes,Yes,No,6.865362200559165,4,61.20818818239484,0,Not At Risk,Synthetic
STU4076,24,Male,Social Sciences,4,12.288753590733526,79.21893476249754,47.26416682238557,63.25986850045226,2.1969087143223995,Yes,No,Yes,0.0,6,61.19691099157381,0,Not At Risk,Synthetic
STU4077,24,Female,Social Sciences,5,9.216120068549172,85.32542994087746,74.39098422595997,73.55384157041051,2.4387453179866077,Yes,Yes,No,0.7320674399266993,5,64.57622944282767,0,Not At Risk,Synthetic
STU4078,23,Male,Engineering,5,9.052681273807046,77.50997992156239,100.0,62.91834243853291,2.3894337468193267,Yes,No,Yes,5.067231607276161,8,63.814780112257615,0,Not At Risk,Synthetic
STU4079,20,Male,Computer Science,7,10.550478791816362,76.89281268586934,73.8728241004903,50.40403002809796,2.723217616175947,Yes,Yes,Yes,8.1732784276555,5,66.5040476284034,0,Not At Risk,Synthetic
STU4080,22,Female,Business,6,1.8207565719737149,79.93274538149588,60.19343520480401,49.735302860868714,2.6545463166265746,Yes,No,No,2.9545873556423965,3,59.32728855473498,0,Not At Risk,Synthetic
STU4081,17,Female,Computer Science,1,2.9672773766208613,81.99938189923971,73.06972817777476,94.80021752486003,2.6000581012404713,Yes,Yes,No,4.0197975962600685,3,79.12620994199256,0,Not At Risk,Synthetic
STU4082,18,Female,Computer Science,1,20.247752511876854,62.53965331698906,85.86239401319683,68.15144716748942,3.6054616235902226,Yes,No,No,5.644599565928671,12,66.95670021640895,0,Not At Risk,Synthetic
STU4083,17,Female,Engineering,6,8.62235331903642,82.86702829045801,88.70929926762007,88.56819699597162,2.42604669616806,Yes,No,Yes,3.5331505352062345,3,84.49426746308103,0,Not At Risk,Synthetic
STU4084,18,Male,Business,6,7.313962860294089,76.58480864615338,79.09168997084414,77.3049189575938,3.380074715672649,Yes,Yes,Yes,1.0674660238592184,7,78.82007405425503,0,Not At Risk,Synthetic
STU4085,24,Female,Engineering,4,11.065720796313004,58.21949336213856,78.19266842644468,50.49291122242541,3.7978241867117086,No,No,No,3.090144984659839,8,62.880827790680165,1,At Risk,Synthetic
STU4086,23,Female,Business,7,7.5676774234149695,72.41115551059987,82.11729617599705,98.10305348586365,2.346629522699008,No,No,No,2.9644855701502757,5,68.3754468974896,0,Not At Risk,Synthetic
STU4087,22,Male,Computer Science,6,7.9242768316406424,84.14164435000309,82.1992297567927,51.85455318157156,2.901830925335437,Yes,No,No,1.0290093320667306,5,68.44064584713549,0,Not At Risk,Synthetic
STU4088,24,Male,Computer Science,3,10.77183946167852,82.37133194782346,74.88303989991229,62.74377834463653,2.8715738421947243,Yes,No,No,3.975412101178546,8,71.5886976245143,0,Not At Risk,Synthetic
STU4089,21,Male,Social Sciences,5,10.666594462792608,81.54109914793241,60.29035565456239,67.0312312862738,2.262262640066285,Yes,Yes,No,8.027439871947907,5,69.05083726191307,0,Not At Risk,Synthetic
STU4090,22,Male,Engineering,2,16.203302418484203,52.88996551534551,75.49080484480282,59.02625508884178,2.837999883765855,Yes,No,No,8.010423473747041,11,60.53856693369763,1,At Risk,Synthetic
STU4091,18,Male,Business,3,20.729256386959488,65.1975229193686,84.32182803942135,71.02043309400925,3.321224646278241,Yes,Yes,Yes,1.6118533845314051,7,88.87847900743327,0,Not At Risk,Synthetic
STU4092,24,Female,Engineering,8,20.41628014042033,81.02103866516346,66.1496899623092,66.05962292117113,3.328189938573242,Yes,No,No,1.6579833619102593,3,77.75018484229906,0,Not At Risk,Synthetic
STU4093,18,Male,Computer Science,8,8.632210306272905,65.81401093371389,57.669030435418385,68.40158741182353,2.043134794749108,Yes,No,Yes,2.000324447019576,2,63.588499634110526,0,Not At Risk,Synthetic
STU4094,20,Female,Engineering,4,13.734755993569928,75.85975156000016,88.45344173238666,53.45078975538998,2.7430152188007186,Yes,No,No,1.970880434849641,5,70.31879968695587,0,Not At Risk,Synthetic
STU4095,19,Male,Computer Science,8,14.272748837720433,63.900164445738504,75.30615372615854,68.59902254027486,4.0,Yes,No,No,0.062075496265902516,8,70.85684705594362,0,Not At Risk,Synthetic
STU4096,17,Female,Computer Science,4,20.37630147194209,56.80102631785967,69.6190982080786,60.89172590679716,2.0722948809746247,Yes,No,No,0.2896772684210789,4,69.80056067556056,1,At Risk,Synthetic
STU4097,17,Female,Engineering,6,19.706973588939025,69.76101521049692,50.86942817744673,52.38080496527223,3.3668810621465126,Yes,Yes,No,5.926495662667246,8,66.15244806229747,0,Not At Risk,Synthetic
STU4098,21,Male,Social Sciences,4,18.717033687596548,88.13959141167237,72.02927576048253,80.39008654751512,4.0,Yes,No,Yes,6.090910670363034,6,83.74016160062021,0,Not At Risk,Synthetic
STU4099,18,Male,Engineering,3,6.975798134911325,85.65306199207706,76.32548424664449,69.14092032245873,2.0811868842787167,Yes,No,No,0.0,1,71.57723441784493,0,Not At Risk,Synthetic
STU4100,20,Female,Engineering,8,6.318507181755376,75.035699659974,94.79175446172933,78.42552600452842,2.550338901345004,No,Yes,No,2.950899787756772,5,61.63541143416061,0,Not At Risk,Synthetic
STU4101,18,Male,Business,7,7.666284664829348,69.12114951647426,78.01557962066317,60.02571895408513,2.0016235888770284,Yes,No,No,8.767226793887216,2,62.48431970020028,0,Not At Risk,Synthetic
STU4102,22,Female,Business,3,20.6273790732783,88.30215150044063,80.4140958255252,81.91656269572863,2.582419536716278,Yes,No,No,9.850121412144327,4,79.85770757435077,0,Not At Risk,Synthetic
STU4103,24,Male,Social Sciences,5,27.460843523291178,70.18182762843095,60.44408519837004,60.654441274222066,2.8482904717787174,Yes,No,No,4.944629938818578,6,69.13222740692149,1,At Risk,Synthetic
STU4104,21,Female,Business,7,10.256335765570832,90.795195340165,73.60967344975926,69.53816597439877,3.9016900642897703,Yes,Yes,Yes,6.351266402913936,2,73.15524769895197,0,Not At Risk,Synthetic
STU4105,20,Female,Business,8,8.935294716492582,81.24527417348743,100.0,83.7843665125626,2.7962261021348898,Yes,No,No,5.005610400925228,4,83.89304311385963,0,Not At Risk,Synthetic
STU4106,19,Male,Engineering,5,12.490035803046142,77.81563421930265,76.06602804968449,71.60999955488654,2.759847984186686,Yes,No,No,0.579185668651888,8,67.59131364168773,0,Not At Risk,Synthetic
STU4107,20,Male,Computer Science,7,12.92044307976146,88.42205617760182,81.4237119713036,59.63769386371118,2.0746528174697234,Yes,Yes,No,3.218852415410788,5,70.55297458051332,0,Not At Risk,Synthetic
STU4108,21,Female,Business,4,11.5636141110109,76.41594231179903,85.30117868124755,50.58283749816456,3.1850905904934854,No,Yes,No,4.102928719175316,5,65.41614846987243,0,Not At Risk,Synthetic
STU4109,20,Male,Computer Science,5,6.73302916192161,64.3613420254801,70.20040536812893,58.27387511596052,1.9836923999374243,No,Yes,No,2.5427433067462744,12,55.57350381560118,1,At Risk,Synthetic
STU4110,24,Female,Business,7,14.077839442363308,71.37902053353368,91.0554472982321,76.19693220762136,2.6260809413472197,Yes,Yes,Yes,6.347301278163023,3,81.30928102860959,0,Not At Risk,Synthetic
STU4111,23,Male,Engineering,8,11.693958435850197,93.09729832784463,61.271538417395966,66.4351603457599,3.0866026841677083,No,No,No,3.4048676779092006,8,75.26408524622073,0,Not At Risk,Synthetic
STU4112,21,Male,Social Sciences,4,18.330700918814006,87.14871280386907,71.77332944242734,76.54411826923888,4.0,Yes,No,Yes,6.064467138465677,6,83.09896451682818,0,Not At Risk,Synthetic
STU4113,21,Male,Computer Science,7,11.508936628309161,86.54350972964026,59.75250898293298,27.275873461172775,3.040049434035942,No,No,No,5.496145201464977,4,72.40846256488055,0,Not At Risk,Synthetic
STU4114,22,Male,Engineering,5,11.560340178170701,85.92884093538717,76.12698190042315,52.794261293820405,3.215140660066122,Yes,No,Yes,4.889469970502255,0,73.21081974078226,0,Not At Risk,Synthetic
STU4115,17,Female,Engineering,7,16.08869642919864,62.507889930846844,71.97084656649787,65.29807253353873,2.1945164248579117,Yes,Yes,Yes,11.626090841308867,12,73.72707247963005,0,Not At Risk,Synthetic
STU4116,19,Male,Computer Science,4,6.200377211912653,89.41927822695676,60.77650555267873,50.09502541755291,2.9250757447053566,Yes,No,No,0.377420029064188,4,60.76680913638011,0,Not At Risk,Synthetic
STU4117,24,Female,Computer Science,3,18.027677826712928,77.28594718310814,87.87964246467251,47.95130344825814,2.7809572131860443,Yes,No,No,7.744774214788311,4,77.59089092279429,0,Not At Risk,Synthetic
STU4118,22,Female,Social Sciences,3,10.176515382661227,77.72585072615497,95.84004648991954,51.9704554786511,2.4105265119069275,Yes,No,No,4.576521469132658,6,65.82559663656936,0,Not At Risk,Synthetic
STU4119,18,Female,Computer Science,1,19.2441458856122,71.99658442686959,59.85281494796246,67.50483368180299,2.809313888323276,Yes,No,No,5.483759865091488,3,82.71803336513437,0,Not At Risk,Synthetic
STU4120,24,Male,Social Sciences,2,16.041982539913572,86.50953679519745,55.553470628471,51.4654949342081,2.9260714456761696,Yes,No,Yes,4.409759999694428,4,60.99054736236534,0,Not At Risk,Synthetic
STU4121,24,Female,Social Sciences,7,8.053061352208893,89.09946582374315,59.241462861559754,79.21827633245566,2.7328546452802693,Yes,No,No,6.986915752033239,4,70.34452378294513,0,Not At Risk,Synthetic
STU4122,17,Female,Business,1,16.56959076926661,87.79280540803819,70.74909036070954,51.618616046931365,3.316939969088728,Yes,No,No,1.8949967650490582,3,78.41293440034774,0,Not At Risk,Synthetic
STU4123,19,Female,Computer Science,6,22.866273588973712,81.25350109110789,83.42645457632602,79.5306656844313,2.8668422424653133,Yes,Yes,No,5.237171466511222,7,71.83710568556023,0,Not At Risk,Synthetic
STU4124,24,Female,Social Sciences,5,18.26873227337168,74.94232660275367,84.21691625773852,54.804172223380036,2.5917553647937424,No,No,No,0.7889240744061232,6,73.00098848932579,0,Not At Risk,Synthetic
STU4125,17,Female,Business,6,16.958942795033167,66.58988050821881,53.92785477084019,69.23818477357153,2.3884058925689136,Yes,Yes,No,1.7380879258249982,7,62.74716259224031,0,Not At Risk,Synthetic
STU4126,17,Female,Computer Science,4,15.393854497539737,68.03740032317687,81.97565533238915,60.626474786013844,3.078402597781879,Yes,Yes,Yes,6.016579028639909,1,75.5327684400592,0,Not At Risk,Synthetic
STU4127,23,Female,Computer Science,2,15.114236120703712,77.44441658191876,66.94177200926052,68.25826468144513,2.203678356090554,Yes,No,No,5.120491510422009,4,73.14671270920849,0,Not At Risk,Synthetic
STU4128,17,Female,Computer Science,8,5.6197419528863914,71.49292663004,67.17168411496263,71.41804225433943,3.673358443048535,Yes,No,No,7.796427859708687,5,75.66458335561286,0,Not At Risk,Synthetic
STU4129,23,Female,Business,2,16.115439500928733,88.80944670383273,60.387807680919565,90.6520578200374,1.9207672107354605,Yes,No,No,2.701505564736221,6,72.34958375142374,0,Not At Risk,Synthetic
STU4130,21,Female,Social Sciences,2,11.973025160691337,98.12542773333158,78.34227599617292,82.45647298009311,2.8972906981422235,Yes,No,No,3.758926107210276,4,67.75269024431145,1,At Risk,Synthetic
STU4131,21,Male,Business,4,15.492616125352912,72.6834838903567,77.06695204181274,60.536838667225695,3.469630989678611,No,Yes,No,2.5692550902132063,6,76.726878349016,0,Not At Risk,Synthetic
STU4132,23,Female,Social Sciences,7,12.932282213644985,75.65268380443528,55.0328089568857,79.41802983111889,2.1124726333391624,Yes,No,No,9.396649718383571,6,73.68094062491645,0,Not At Risk,Synthetic
STU4133,19,Male,Computer Science,4,6.1499137492062435,90.3287483807749,61.21055711093044,51.64725674413926,2.86982104832936,Yes,No,No,0.3599321488113981,4,63.29442890399759,0,Not At Risk,Synthetic
STU4134,21,Male,Computer Science,5,8.542746458914726,86.2210356805804,67.79650037130209,51.35117985002688,2.9903599858123426,Yes,No,No,8.046311529349325,3,78.25297203369051,0,Not At Risk,Synthetic
STU4135,17,Male,Engineering,6,15.527602923830367,73.928248518707,92.32269735766747,55.63336280894336,2.651639129751559,Yes,No,Yes,9.046186030919975,5,75.34942827400818,0,Not At Risk,Synthetic
STU4136,18,Male,Engineering,2,16.702778540327245,78.82534584912041,98.51496042490312,81.91034480688126,2.793385797556931,Yes,Yes,No,5.14589916435156,4,81.39291213492656,0,Not At Risk,Synthetic
STU4137,17,Male,Business,1,15.799921767146357,69.3260876758101,45.42587834467397,42.09039071197725,1.942404257343285,Yes,No,No,4.80407465636663,5,68.47487159274917,1,At Risk,Synthetic
STU4138,20,Male,Social Sciences,7,12.3034257343132,61.452773641946024,74.7947485585355,80.65542875430232,2.439355718807618,Yes,Yes,No,7.682384192034821,9,62.54368438557874,0,Not At Risk,Synthetic
STU4139,18,Male,Social Sciences,6,10.13074663621712,87.51661171666971,75.25635225633214,79.65238017747382,2.2394460294613934,Yes,No,Yes,2.141406060655836,5,70.65585999806643,0,Not At Risk,Synthetic
STU4140,18,Male,Computer Science,2,18.830546303460515,72.5439783057569,65.13581818446846,64.95885989406545,2.798163027516235,No,No,No,4.173881814263882,5,69.21082492295669,0,Not At Risk,Synthetic
STU4141,22,Female,Social Sciences,1,13.28204131956134,84.21255069682222,84.79400716439362,59.854264960919416,3.9195698159398917,Yes,Yes,Yes,10.709224240413047,4,79.92648674632011,0,Not At Risk,Synthetic
STU4142,24,Female,Computer Science,5,13.666876444619515,78.47435804367302,72.88186238099117,88.30573645132976,2.8862030232803373,Yes,Yes,No,0.3456302100417754,7,89.821564813021,0,Not At Risk,Synthetic
STU4143,17,Male,Engineering,4,12.418252769125418,84.75805090831588,72.11380639888087,68.21215483352279,2.667377613428423,Yes,No,Yes,5.89795757686153,5,75.2547461109449,0,Not At Risk,Synthetic
STU4144,20,Female,Business,8,14.774374824061962,64.38579579929682,74.71885129494582,64.00761315715147,2.2244308174909704,Yes,No,No,4.885647701345362,9,72.67781785755395,0,Not At Risk,Synthetic
STU4145,20,Male,Computer Science,7,25.189802643927987,87.48550232879298,59.04454651252837,46.85962558946077,2.0144854773265637,Yes,Yes,Yes,8.174083657791455,1,60.442794722579094,1,At Risk,Synthetic
STU4146,22,Male,Engineering,5,13.99882459293556,65.93045483892631,72.7629809898714,38.17576391282802,2.896194790076903,Yes,Yes,No,7.22976193865509,3,61.82006608789576,0,Not At Risk,Synthetic
STU4147,20,Male,Computer Science,7,10.284208767976454,77.69222179905344,73.42405196668935,52.80941769641778,2.768199958543049,Yes,Yes,Yes,7.751273051321966,5,65.24841829161655,0,Not At Risk,Synthetic
STU4148,19,Female,Engineering,4,17.106369617919746,83.53306859253246,54.8337760176828,69.3973542056555,1.9325497856434029,Yes,No,No,7.115091496876767,6,70.84444904225434,0,Not At Risk,Synthetic
STU4149,22,Female,Social Sciences,8,16.953629450186465,72.58093200046609,82.94718311838932,89.99490502085837,3.795655668272553,Yes,No,No,3.4721107167381144,6,85.36793800498518,0,Not At Risk,Synthetic
STU4150,20,Female,Computer Science,6,12.449476643234581,76.8077758787391,70.33263446347748,42.665992316537874,3.3680260004019504,Yes,Yes,Yes,0.22370106777759982,5,66.76424372992612,0,Not At Risk,Synthetic
STU4151,19,Male,Computer Science,3,13.775278107146182,95.33449613004578,72.15175565892609,100.0,2.962795045293368,Yes,No,No,0.7181093298319231,6,86.00377936030158,0,Not At Risk,Synthetic
STU4152,17,Male,Business,1,15.282175447319924,70.10310424291697,46.10797710170761,40.39012269873667,2.0058134161861894,Yes,No,No,4.364196170270824,5,69.51031491421418,1,At Risk,Synthetic
STU4153,19,Male,Computer Science,2,23.19679479698752,96.18259331644022,54.95248283599843,80.03241464185047,2.409129662615617,Yes,Yes,No,5.550285973106117,4,79.61994469221571,1,At Risk,Synthetic
STU4154,17,Female,Engineering,6,12.95015272284263,70.24496735020396,66.51805254073425,82.36475225542478,3.782243481699561,No,No,No,4.255046576340258,5,86.264367790456,0,Not At Risk,Synthetic
STU4155,21,Female,Computer Science,3,19.149991229989592,59.41399091851998,66.12239586678302,27.255671690953445,3.2936907250017162,Yes,Yes,No,2.9164565980630472,12,65.58631779365804,0,Not At Risk,Synthetic
STU4156,19,Male,Engineering,5,16.14001970232788,64.23144087628559,73.09900868567487,55.29740086899274,2.7600208330026805,Yes,Yes,No,7.588579137267855,5,61.840467038496314,0,Not At Risk,Synthetic
STU4157,23,Female,Social Sciences,2,10.00361491733949,79.5970453079457,79.86597429218293,88.69556352799931,2.732345836163519,Yes,Yes,No,3.3121895070003697,1,83.00950724966329,0,Not At Risk,Synthetic
STU4158,21,Male,Computer Science,1,9.280361136087944,69.03131049702071,54.231668380622295,47.50747131083321,2.8035446707549823,Yes,No,No,10.336113881861458,4,59.16666247910786,0,Not At Risk,Synthetic
STU4159,22,Male,Engineering,5,11.87095957013044,86.63215511561016,76.87764917718908,52.670532194498776,3.179490834182709,Yes,No,Yes,5.044303363682718,0,72.22637708732199,0,Not At Risk,Synthetic
STU4160,24,Female,Computer Science,6,5.556722652001812,71.56147227674644,71.26586228798617,54.0160825555975,2.6709697102561303,Yes,No,No,2.1924517004863815,5,73.8170432737648,0,Not At Risk,Synthetic
STU4161,19,Male,Engineering,2,22.785077229724802,76.83122039392292,70.57571560569936,36.52792926619182,3.301903260960784,Yes,No,Yes,0.5038886808095633,3,70.5088259621579,0,Not At Risk,Synthetic
STU4162,22,Female,Business,6,2.0438755871930856,80.12795481024413,58.85194217910498,49.636164979643226,2.538262960493951,Yes,No,No,2.8292025714078135,3,60.62491829370857,0,Not At Risk,Synthetic
STU4163,23,Male,Computer Science,8,19.332722806451915,70.32368680774645,49.78150578544707,60.49148644813515,3.276740282131836,Yes,No,No,3.1088127784301918,4,72.62613840347727,0,Not At Risk,Synthetic
STU4164,22,Male,Business,2,16.69619053965095,73.80538416652155,75.16985947100893,73.56885611555477,3.5307736951718374,Yes,No,Yes,3.424571122096422,1,90.2394163668424,0,Not At Risk,Synthetic
STU4165,19,Female,Computer Science,8,8.309813396101939,86.35542692581294,78.05723900817458,47.489016829597915,2.484183938844675,Yes,Yes,No,4.349923968002808,4,75.23860659153506,0,Not At Risk,Synthetic
STU4166,24,Male,Business,2,14.27356386383566,66.82724022472841,99.50800671639499,54.34787596824474,2.448994628869996,Yes,No,Yes,0.0,6,62.804482442833695,0,Not At Risk,Synthetic
STU4167,17,Male,Computer Science,1,8.663353585824828,79.61136358745884,83.80312875432048,48.113747912890176,3.2126474678793806,Yes,No,Yes,4.517131328983745,5,62.1494342180863,0,Not At Risk,Synthetic
STU4168,21,Male,Business,2,12.754371188294854,68.874254151458,76.33905624974103,84.2363554917031,2.9412543762982963,Yes,No,No,7.513328627790287,4,75.48708469904872,0,Not At Risk,Synthetic
STU4169,23,Male,Computer Science,2,22.019207133999533,80.58706072303373,84.27315991168886,39.9066427240481,3.503930197532142,Yes,No,No,4.562368311401094,5,76.0132939274412,0,Not At Risk,Synthetic
STU4170,18,Female,Social Sciences,2,7.969181134796361,90.06257179852459,80.70305052073817,74.9779666453691,3.5725994188554364,Yes,Yes,No,4.5599412521643234,3,78.10164233725892,1,At Risk,Synthetic
STU4171,17,Male,Computer Science,4,10.959251989296254,95.03749633548688,50.84684730079927,71.64303003736931,3.0740843926279675,Yes,No,No,2.819976837651837,6,67.47031104446052,0,Not At Risk,Synthetic
STU4172,17,Female,Social Sciences,5,15.889953439409178,58.40238839560213,71.15616723590772,79.43056489609226,2.74541165768217,No,No,No,3.8929041005149085,11,69.12178636150297,1,At Risk,Synthetic
STU4173,18,Female,Computer Science,6,9.331783569753826,82.01887489537827,92.62676126252401,52.4493260367416,3.4917072225884884,Yes,Yes,No,10.711260443645099,4,84.71220277497336,0,Not At Risk,Synthetic
STU4174,23,Male,Computer Science,1,13.706440796731354,54.948729630131524,76.2857301437414,76.85682846949906,2.6405883302832858,Yes,Yes,No,5.44658905856496,12,63.4930153078495,1,At Risk,Synthetic
STU4175,20,Male,Social Sciences,5,11.160697693251448,84.20304849693605,66.01340641533659,69.52197232607134,3.3505207900331264,Yes,Yes,No,3.393089100072926,3,90.15903046713001,0,Not At Risk,Synthetic
STU4176,18,Male,Computer Science,7,16.999810439689778,68.14224623865415,54.26172270486626,53.570384282763115,3.087033213133913,Yes,No,No,5.95557478207566,4,66.72347598443304,1,At Risk,Synthetic
STU4177,19,Female,Engineering,7,9.604220242653469,84.21940732852053,83.62089709846107,63.32381450016681,2.0907652231507536,Yes,No,Yes,5.844711601489577,7,58.35274321686461,0,Not At Risk,Synthetic
STU4178,21,Male,Business,7,15.304941663126318,89.9621998941672,51.51744257058734,80.03742848187092,2.65439500688755,Yes,No,No,0.0,4,75.38949547240323,0,Not At Risk,Synthetic
STU4179,18,Female,Business,7,8.32493313834874,78.2648839622135,53.39769687801645,53.54180947510422,2.9656800946290436,Yes,Yes,No,4.041085214515858,6,59.815884352804446,0,Not At Risk,Synthetic
STU4180,19,Male,Social Sciences,5,15.662542144862467,75.41733445186105,66.04362088903291,88.32274274820183,2.827564131250255,Yes,Yes,No,4.522178992742883,6,81.95814085885328,0,Not At Risk,Synthetic
STU4181,22,Male,Computer Science,3,17.087424506322638,88.97092105234408,63.31608905826974,51.690532443302494,2.523027982229593,Yes,No,Yes,7.61001264163934,8,70.23077621465856,1,At Risk,Synthetic
STU4182,24,Male,Engineering,8,23.932331518531623,87.4874438496214,78.05208915974876,58.06770591030424,3.4642510091605807,Yes,Yes,No,2.0568937524993647,5,80.17522159694151,1,At Risk,Synthetic
STU4183,24,Female,Engineering,3,16.68313177807892,75.9277078514158,89.92031816787451,74.63514402157797,2.3967457056275405,Yes,Yes,No,13.624056350399213,11,57.57511883987796,0,Not At Risk,Synthetic
STU4184,23,Female,Computer Science,2,12.572386362368917,56.579522967377855,49.53447438351872,47.59388302902488,1.8170115043942061,Yes,No,No,5.706692106765493,10,47.081413658750634,1,At Risk,Synthetic
STU4185,19,Male,Business,8,16.751911576441035,47.16644961668977,64.82014470190964,62.7357204778582,2.952577821918514,Yes,Yes,No,0.6220737685659604,4,70.76441326345687,1,At Risk,Synthetic
STU4186,19,Female,Social Sciences,7,11.07255819532834,69.5808603812867,56.458562236832755,66.84120281219275,3.1354335373607682,Yes,No,No,4.76834459395893,7,70.78447411652148,0,Not At Risk,Synthetic
STU4187,17,Male,Social Sciences,1,18.363544955448372,69.69531869765261,84.09788121198125,58.714588477175106,3.1855475817260768,Yes,Yes,No,1.279862469256968,6,76.81887490342123,1,At Risk,Synthetic
STU4188,19,Female,Engineering,4,17.474889065396873,83.65259661754665,57.70681365053261,72.57370584674072,1.9291113033095708,Yes,No,No,7.337906722412102,6,70.34405718801366,0,Not At Risk,Synthetic
STU4189,22,Male,Engineering,6,16.758126554388834,81.25765753798628,79.14426620521778,61.9499646906462,2.900396990806455,Yes,Yes,No,6.51617908634673,8,73.80165214097799,0,Not At Risk,Synthetic
STU4190,22,Female,Business,2,14.047507394436789,79.8273600465705,85.59072287425248,62.76170249431364,2.132051346988273,Yes,No,No,4.631230701604304,2,69.011604161335,0,Not At Risk,Synthetic
STU4191,20,Male,Social Sciences,1,18.930787595983738,67.85762017763268,82.85700228254711,89.04196005913178,3.407715513833079,No,No,No,5.876765130867724,6,77.6065075835104,0,Not At Risk,Synthetic
STU4192,23,Female,Business,8,7.764898250419072,65.02706715461294,74.68409390544772,62.66744538525133,2.2241070181258564,Yes,No,No,5.840870598658628,8,64.59011975210413,0,Not At Risk,Synthetic
STU4193,22,Female,Computer Science,5,15.113716024395814,84.77306990669689,56.885359874266086,60.25366737837478,2.6036817842971995,Yes,No,No,5.054398681708898,3,62.88942099507782,0,Not At Risk,Synthetic
STU4194,23,Male,Engineering,6,12.61797180012177,95.64374405434533,98.79098908592961,53.67911819985999,1.9779232129883906,Yes,Yes,No,0.09514040386242366,6,80.23516565135262,0,Not At Risk,Synthetic
STU4195,19,Male,Computer Science,4,6.939423502182212,92.07442191183141,60.65202666864484,51.44763709033079,2.9768965629716404,Yes,No,No,0.3797589990183096,4,62.50982015428658,0,Not At Risk,Synthetic
STU4196,22,Male,Business,7,12.570318528413694,58.49077892987759,71.07865938393752,64.65537652050456,2.462098156337171,No,No,No,2.4420446959566315,10,47.28107189355629,1,At Risk,Synthetic
STU4197,20,Male,Computer Science,6,11.930502458347721,87.55057476385933,67.44723999178774,57.37120568926414,4.0,Yes,Yes,No,10.293787406812163,6,77.47691978735571,0,Not At Risk,Synthetic
STU4198,18,Male,Business,8,8.186637906561769,66.11484908357474,58.097434470061344,66.65750266903198,1.9898449333261954,No,No,Yes,2.2403915491978044,2,62.756995705024636,0,Not At Risk,Synthetic
STU4199,23,Male,Engineering,5,19.144639952403338,58.54116784927474,66.5546531783521,72.63146677992913,3.0185997570661676,Yes,No,Yes,1.9854931757820464,15,60.14376156652125,1,At Risk,Synthetic
STU4200,17,Male,Business,2,14.539390429650519,81.89786603223011,77.28780454567026,57.244970751124626,2.918769244801831,Yes,No,No,2.9514563671732117,3,66.53872099062623,0,Not At Risk,Synthetic
STU4201,18,Male,Engineering,2,16.572061611112307,100.0,100.0,59.12935693475677,2.975590944630194,Yes,Yes,Yes,2.87798843704437,8,82.25117782533323,0,Not At Risk,Synthetic
STU4202,17,Male,Engineering,8,9.977584858858918,69.39642165643595,58.151026048313916,50.136980466431176,3.169259038405952,Yes,Yes,No,2.345401480466052,3,78.0163413331062,1,At Risk,Synthetic
STU4203,20,Male,Social Sciences,2,6.557678924074233,95.19964017097033,64.87651445696513,87.07488551812564,3.150155240756755,Yes,Yes,No,5.505958165737406,7,63.97560049967789,0,Not At Risk,Synthetic
STU4204,23,Male,Computer Science,8,15.965788976442287,79.06040420796448,74.6089669964983,44.039226067981645,3.0466275584042455,Yes,Yes,No,1.8372725015153315,3,69.94814463585757,0,Not At Risk,Synthetic
STU4205,24,Female,Business,2,13.864783570785981,89.88366238502195,83.39790390267463,61.58534962859416,3.1524630649350764,Yes,Yes,No,0.0,6,70.67120562140411,0,Not At Risk,Synthetic
STU4206,17,Male,Social Sciences,7,14.58506636589963,74.42537262663153,50.91249022219945,89.39570350026312,3.2377397314112537,Yes,No,No,0.9369565953825391,4,84.39983646811852,0,Not At Risk,Synthetic
STU4207,23,Female,Engineering,8,13.426686960262302,65.59125311144253,73.79009327824251,89.9255408236861,3.4800782112187245,Yes,No,No,6.439883134480534,4,75.41486303607081,0,Not At Risk,Synthetic
STU4208,22,Female,Business,5,18.47235656640523,71.92572635848951,73.71145925081503,95.46806809986727,3.3780163548945326,Yes,No,No,3.2811686511444806,8,73.65535754698885,0,Not At Risk,Synthetic
STU4209,21,Female,Engineering,2,16.034650033197288,65.67873817494083,97.95358908128726,66.2915721105667,3.241279960904601,No,No,Yes,0.5600355393122189,9,71.0910608857891,0,Not At Risk,Synthetic
STU4210,20,Male,Engineering,4,25.994141372978067,94.03263985038492,66.74106012662925,77.57967791208816,3.3139695013214454,No,Yes,No,4.624904198185789,3,90.86594162021312,0,Not At Risk,Synthetic
STU4211,19,Male,Computer Science,2,15.66760380681462,84.29087799227986,86.36065412304053,94.41696501745706,3.27875897890098,Yes,No,No,10.604429782875687,4,88.46038562716801,0,Not At Risk,Synthetic
STU4212,24,Female,Computer Science,6,22.986628797721373,93.60609449447121,92.80123765574895,47.67153682358876,3.350886535806562,Yes,Yes,Yes,6.684679718949113,3,84.74961175336304,0,Not At Risk,Synthetic
STU4213,20,Male,Engineering,4,26.671063900009294,93.20116399743408,65.09451363453823,80.24392785355748,3.3116049960474268,No,Yes,No,5.359940679360779,3,91.78496828459,0,Not At Risk,Synthetic
